name,abn,total_income,taxable_income,tax_payable,income_year,postcode
ROLLEASE ACMEDA HOLDINGS PTY LTD,60602994016,108632709,11641995.0,3453921.0,2021-22,3047
RON FINEMORE TRANSPORT PTY LTD,30106495087,224053451,137580.0,,2021-22,3690
RONDO BUILDING SERVICES PTY LTD,69000289207,285037531,44262676.0,12411224.0,2021-22,2759
ROSS HOUSE INVESTMENTS PTY LTD,98004360392,325576700,6194669.0,1839705.0,2021-22,3186
ROSS LLEWELLYN MOTORS PTY LTD,81010428841,207998213,11679804.0,3503941.0,2021-22,4304
ROY HILL HOLDINGS PTY LTD,71123721077,8876715371,4727924650.0,1418377395.0,2021-22,6105
ROYAL AUTOMOBILE ASSOCIATION OF SOUTH AUSTRALIA INC,90020001807,729739379,,,2021-22,5031
ROYAL AUTOMOBILE CLUB OF VICTORIA (RACV) LIMITED,44004060833,796354546,,,2021-22,3000
ROYAL BANK OF CANADA,86076940880,545434911,75902076.0,22770623.0,2021-22,2000
ROYAL CANIN AUSTRALIA PTY LTD,88092020178,272541111,30949924.0,9284977.0,2021-22,3008
RPS ENERGY PTY LTD,44072504299,264340003,31654132.0,9428008.0,2021-22,6008
RS COMPONENTS PTY LIMITED,73009403356,112734030,4746923.0,1424077.0,2021-22,2164
RSEA HOLDCO PTY LTD,80625934116,266048777,18153766.0,5446130.0,2021-22,2000
RTA HOLDCO AUSTRALIA 1 PTY LTD,17128762318,2418854574,22322889.0,,2021-22,3000
RTCH PTY LTD,66616357487,733435082,117860789.0,34795704.0,2021-22,3146
RTPDS AUS PTY LTD,21099346899,17000015718,24285714650.0,109.0,2021-22,3000
RUSSELL INVESTMENTS AUSTRALIA HOLDCO PTY LTD,99612159314,177025117,44934410.0,13476798.0,2021-22,2000
RYMAN HEALTHCARE (AUSTRALIA) PTY LTD,44142241110,133131251,,,2021-22,3004
RYOWA DEVELOPMENT II PTY LTD,22063780021,257855337,26811253.0,8043376.0,2021-22,4000
S&P GLOBAL AUSTRALIA PTY LTD,18000473674,107922758,50701316.0,15210395.0,2021-22,3000
SAAB TECHNOLOGIES AUSTRALIA PTY LTD,47002950790,238194621,37765565.0,11329670.0,2021-22,5095
SADDLEBACK INVESTMENTS PTY LTD,96134978224,688696383,223426900.0,67028070.0,2021-22,6008
SAFCOL AUSTRALIA PTY LTD,19052489924,128259977,,,2021-22,5112
SAFRAN HELICOPTER ENGINES AUST PTY LTD,49063102198,164107482,23456927.0,7037078.0,2021-22,2200
SAI GLOBAL HOLDINGS II(AUSTRALIA) PTY LIMITED,55615020409,358408331,,,2021-22,6017
SAIC MOTOR AUSTRALIA PTY LTD,30608096519,845690036,51020141.0,15306042.0,2021-22,2060
SALIC AUSTRALIA PTY LTD,19629864437,163840281,,,2021-22,6415
SALINI AUSTRALIA PTY LTD,86158955885,101733296,,,2021-22,6000
SAMIOS PLUMBING PTY LTD,91010360899,255489203,12872916.0,3861875.0,2021-22,4008
SAMSUNG C&T CORPORATION,49160079470,364603559,,,2021-22,2000
SAMSUNG ELECTRONICS AUSTRALIA PTY LIMITED,63002915648,2965603884,90637622.0,27191287.0,2021-22,2127
SAMUEL SMITH & SON PTY LTD,64007534278,244221987,11385217.0,3077089.0,2021-22,5353
SAN MIGUEL YAMAMURA AUSTRALASIA PTY LTD,49099994162,254327659,9227308.0,2760948.0,2021-22,2566
SANDFIRE RESOURCES LIMITED,55105154185,971894672,454707291.0,135281187.0,2021-22,6005
SANDVIK AUSTRALIA HOLDINGS PTY LTD,60003771373,1499056560,104773097.0,18236265.0,2021-22,4064
SANOFI-AVENTIS AUSTRALIA PTY LTD,31008558807,758498990,76147629.0,19924194.0,2021-22,2113
SANTE GLOBAL PTY LTD,75640677783,415384780,120436130.0,36130839.0,2021-22,2115
SANTOS LIMITED,80007550923,4746037784,74055825.0,,2021-22,5000
SANTOS NA (19-12) PTY LTD,73064963346,523403602,25745.0,7724.0,2021-22,5000
SANTOS NA (19-13) PTY LTD,77099996782,131052501,4997.0,1499.0,2021-22,5000
SANTOS NA BAYU UNDAN PTY LTD,64097445942,267090313,14931.0,4479.0,2021-22,5000
SANTOS NA TIMOR SEA PTY LTD,85053698794,193335730,7246.0,2174.0,2021-22,5000
SANWA PTY LIMITED,96000904987,701525529,32188495.0,9655858.0,2021-22,2027
SAP AUSTRALIA PTY LIMITED,26003682504,1176395666,2341712.0,,2021-22,2060
SAPPHIRE CATTLE COMPANY PTY LTD,14600389286,161864510,,,2021-22,4000
SAUNDERS INTERNATIONAL LIMITED,14050287431,130852500,8915827.0,2674748.0,2021-22,2138
SAVILLS (AUST) HOLDINGS PTY LTD,49059047371,144339297,6152176.0,1845653.0,2021-22,2000
SCANIA AUSTRALIA PTY LTD,44000537333,536448914,37794548.0,11338364.0,2021-22,3061
SCENTRE GROUP LIMITED,66001671496,2683714747,88975205.0,26671991.0,2021-22,2000
SCHENKER AUSTRALIA PTY LIMITED,75000410211,862031855,28503442.0,8551033.0,2021-22,2015
SCHINDLER LIFTS AUSTRALIA PTY LTD,19005838773,482236330,19695758.0,5908727.0,2021-22,2020
SCHLUMBERGER AUSTRALIA PTY LTD,74002459225,566779846,,,2021-22,6000
SCHNEIDER ELECTRIC AUSTRALIA HOLDINGS PTY LTD,30105310781,1329947251,96797737.0,27353027.0,2021-22,2113
SCHOLASTIC AUSTRALIA PTY LIMITED,11000614577,113798820,1305656.0,75705.0,2021-22,2250
SCHUTZ AUSTRALIA PTY LTD,60090995958,111891559,14670570.0,4318742.0,2021-22,3026
SCIFLEET MOTORS PTY LTD,25057783749,690428263,38484548.0,11545364.0,2021-22,4031
SCOR GLOBAL LIFE AUSTRALIA PTY LIMITED,83148897670,159559500,,,2021-22,2000
SCOTT PARK GROUP PTY LTD,42118798253,305406795,7160241.0,1997594.0,2021-22,6017
SDP FINCO PTY LIMITED,27158077073,165799278,,,2021-22,2000
SDP HOLDCO PTY LIMITED,60158076843,282926254,22561260.0,6768378.0,2021-22,2000
SEA PLANT & EQUIPMENT PTY LTD,59601889614,1014598884,18837952.0,5651386.0,2021-22,3121
SEALED AIR AUSTRALIA (HOLDINGS) PTY LIMITED,74102261307,303224310,13270674.0,3475175.0,2021-22,3060
SEALORD AUSTRALIA PTY LIMITED,19001670864,163399194,4567937.0,1275337.0,2021-22,2009
SEAROAD HOLDINGS PTY LTD,16123749655,237925500,,,2021-22,3207
SEAWAY HOLDINGS PTY LTD,82616470010,432377339,49353858.0,14631276.0,2021-22,3006
SEE GROUP PARENT PTY LTD,47626830206,329810689,3532999.0,1059900.0,2021-22,4212
SEEK LIMITED,46080075314,886369346,370173110.0,80212058.0,2021-22,3121
SEI AUSTRALIA HOLDINGS PTY LIMITED,36133805820,320771744,10088932.0,3026680.0,2021-22,2010
SEKISUI HOUSE AUSTRALIA HOLDINGS PTY LTD,71134688510,417331863,,,2021-22,2113
SEKTOR LIMITED PARTNERSHIP,74297651095,200954210,14703245.0,4410974.0,2021-22,2142
SELECT ACCESS INVESTMENTS LIMITED,35101078111,167499375,,,2021-22,2000
SELECT HARVESTS LIMITED,87000721380,240390122,,,2021-22,3121
SELECTION STEEL TRADING PTY LTD,37005324407,277564829,30589593.0,9176878.0,2021-22,3175
SELL & PARKER PTY LIMITED,98000101315,451589928,49801062.0,14940319.0,2021-22,2019
SENEX ENERGY LIMITED,50008942827,139131202,,,2021-22,4000
SEPHORA AUSTRALIA PTY LTD,37169030737,191831446,,,2021-22,2000
SEQUOIA FINANCIAL GROUP LIMITED,90091744884,147329720,10775795.0,3224804.0,2021-22,3000
SERCO GROUP PTY LTD,55061889763,1633351083,133511133.0,40053340.0,2021-22,2000
SERV FINCO PTY LTD,16627986476,310462386,,,2021-22,3008
SERVCO AUSTRALIA CAIRNS PTY LTD,96136856614,236596026,17680651.0,5304195.0,2021-22,4870
SERVCO AUSTRALIA CALOUNDRA PTY LTD,56000223021,105165906,5772565.0,1676066.0,2021-22,4551
SERVCO AUSTRALIA MELBOURNE CITY PTY LTD,96616073226,345718147,12252209.0,3675663.0,2021-22,4101
SERVCO AUSTRALIA MELVILLE PTY LTD,39622157706,287159104,9610168.0,2883050.0,2021-22,4101
SERVCO AUSTRALIA MORNINGSIDE PTY LTD,29127812604,124122863,3467686.0,1040306.0,2021-22,4170
SERVICE STREAM LIMITED,46072369870,1567248003,,,2021-22,3000
SERVICENOW AUSTRALIA PTY LTD,88149683312,410705558,,,2021-22,2000
SERVIER LABORATORIES (AUST) PTY LTD,54004838500,116041200,31743691.0,7328259.0,2021-22,3121
SEVEN GROUP HOLDINGS LIMITED,46142003469,5441746014,332869916.0,90955118.0,2021-22,2000
SEVEN WEST MEDIA LIMITED,91053480845,1766732099,262982345.0,72117563.0,2021-22,2015
SFDC AUSTRALIA PTY LTD,91109182989,1214762520,,,2021-22,2000
SG FLEET GROUP LIMITED,40167554574,637174979,,,2021-22,2073
SG GAMING AUSTRALIA HOLDINGS I PTY LTD,37169042013,115382120,27126145.0,5264066.0,2021-22,2128
SGS AUSTRALIA HOLDINGS PTY LTD,46004269023,249828437,,,2021-22,6105
SGSP (AUSTRALIA) ASSETS PTY LTD,60126327624,1695694590,5869150.0,2989.0,2021-22,3000
SHADFORTH'S CIVIL PTY LTD,68162606377,561723487,,,2021-22,4556
SHAPE AUSTRALIA CORPORATION LIMITED,14654729352,658324932,6415616.0,1924685.0,2021-22,2000
SHAVER SHOP GROUP LIMITED,78150747649,213119443,18808684.0,5642605.0,2021-22,3145
SHAW AND PARTNERS LIMITED,24003221583,200791886,26986314.0,8095894.0,2021-22,2000
SHEIN DISTRIBUTION AUSTRALIA PTY LIMITED,38653503023,404145775,3916207.0,1174862.0,2021-22,3000
SHELL ENERGY HOLDINGS AUSTRALIA LIMITED,69054260776,8970321749,759120187.0,117507887.0,2021-22,6000
SHELL ENERGY OPERATIONS NO. 2 PTY LTD,88143533322,263923290,,,2021-22,3000
SHIMANO OCEANIA HOLDINGS PTY LTD,45002926918,110782906,17942316.0,5382695.0,2021-22,2229
SHINE JUSTICE LTD,93162817905,213888342,98716.0,,2021-22,4000
SHIWORKS PTY LTD,17636236676,786262335,,,2021-22,3124
SHRIRO HOLDINGS LIMITED,29605279329,144445669,12504527.0,3529860.0,2021-22,2067
SIEMENS ENERGY PTY LTD,69636537409,352078047,41619003.0,12485701.0,2021-22,3153
SIEMENS HEALTHCARE PTY LTD,83604853938,652260077,18639316.0,5591795.0,2021-22,3123
SIEMENS LTD.,98004347880,647637177,83194366.0,22819229.0,2021-22,3153
SIGMA ALDRICH OCEANIA PTY LTD,29112895708,137587448,5917246.0,1775174.0,2021-22,3153
SIGMA HEALTHCARE LIMITED,15088417403,3547506138,21972918.0,5845556.0,2021-22,3168
SIGNIFY AUSTRALIA LIMITED,49606173648,114824147,3391935.0,1017580.0,2021-22,2113
SIKA AUSTRALIA PTY LIMITED,12001342329,301263000,30071874.0,9021562.0,2021-22,2164
SILICON METAL COMPANY OF AUSTRALIA PTY LTD,73009401736,174924108,6459150.0,1937745.0,2021-22,6233
SILK LOGISTICS HOLDINGS LIMITED,45165867372,399624116,28480326.0,8544098.0,2021-22,3026
SILTECH PMR PTY LIMITED,17164783402,328455879,172568.0,51770.0,2021-22,3061
SILVER LAKE RESOURCES LIMITED,38108779782,625690056,,,2021-22,6151
SIME DARBY INDUSTRIAL AUSTRALIA PTY LTD,56153652594,2953262679,149500947.0,44489505.0,2021-22,4108
SIME DARBY MOTORS RETAIL AUSTRALIA PTY LIMITED,37158278883,400435254,8538196.0,2561459.0,2021-22,2116
SIMONDS GROUP LIMITED,54143841801,693849584,,,2021-22,3004
SIMPLOT AUSTRALIA (HOLDINGS) PTY LIMITED,23070571934,1432467315,54554202.0,11800893.0,2021-22,3194
SIMS LIMITED,69114838630,1628161369,115395342.0,31260547.0,2021-22,2020
SINGAPORE TELECOM AUSTRALIA INVESTMENTS PTY LIMITED,69096686190,8036700908,,,2021-22,2113
SINGPOST LOGISTICS AUSTRALIA HOLDINGS PTY LTD,59609291330,239342631,,,2021-22,2142
SINO GAS & ENERGY PTY LIMITED,75115316599,233633449,,,2021-22,6005
SINO IRON HOLDINGS PTY LTD,43118791772,4726118489,,,2021-22,6000
SINOPEC OIL AND GAS AUSTRALIA PTY LTD,94130568553,476964047,,,2021-22,4064
SIRVA (ASIA PACIFIC) PTY LTD,48005944187,143429520,10805682.0,3232643.0,2021-22,3175
SIS AUSTRALIA HOLDINGS PTY LTD,65132211459,840368075,35645978.0,10562889.0,2021-22,2128
SKF AUSTRALIA PTY LTD,87004236855,106164092,3331587.0,999476.0,2021-22,3166
SKYCITY AUSTRALIA PTY LIMITED,67090828612,184867295,,,2021-22,5000
SLATER AND GORDON LIMITED,93097297400,182649471,,,2021-22,3000
SLECO PTY. LTD.,25007893781,493273274,42090926.0,12615375.0,2021-22,5094
SMA AUSTRALIA PTY LIMITED,44127198761,202854576,12886639.0,3865992.0,2021-22,2060
SMARTGROUP CORPORATION LTD,48126266831,222051354,89080204.0,26509775.0,2021-22,2000
SME CAPITAL HOLDINGS PTY LTD,25628947544,194402333,60094349.0,18028305.0,2021-22,2000
SMEG AUSTRALIA PTY LTD,33146901082,184112533,6461540.0,1938462.0,2021-22,2019
SMIT LAMNALCO AUSTRALIA PTY LTD,24113226074,112958770,1315454.0,394636.0,2021-22,6008
SMITH & NEPHEW PTY LTD,68000087507,313870921,10361765.0,3108047.0,2021-22,2113
SMRM HOLDINGS PTY LTD,85168760861,1088662357,5497016.0,1649105.0,2021-22,4171
SNACKING INVESTMENTS HOLDCO PTY LIMITED,64634908482,1012434263,31299232.0,,2021-22,2137
SNAP AUS PTY LTD,80601333573,106289368,16550643.0,936305.0,2021-22,2000
SNAP-ON TOOLS (AUSTRALIA) PTY LTD,55010793683,151466141,24995147.0,7498544.0,2021-22,2148
SNF (AUSTRALIA) PTY LIMITED,32050056267,154550606,11084628.0,3325388.0,2021-22,3212
SNOWY HYDRO LIMITED,17090574431,3679870794,173905931.0,48730168.0,2021-22,2630
SODASTREAM AUSTRALIA PTY LTD,81104202093,106658596,5673518.0,1702055.0,2021-22,3180
SODEXO AUSTRALIA PTY LTD,50006072975,1017418625,,,2021-22,3004
SOFTWAREONE AUSTRALIA PTY LTD,18151340608,149346947,,,2021-22,2000
SOJITZ AUSTRALIA LIMITED,16000213132,1336230343,372946933.0,111488145.0,2021-22,2000
SOLAR JUICE PTY LTD,96139534026,167231213,6696206.0,2008862.0,2021-22,2161
SOLAR TURBINES INTERNATIONAL COMPANY,43066283074,117664643,9168388.0,2750516.0,2021-22,3178
SOLARIS PAPER PTY LTD,41126825769,248544949,,,2021-22,2145
SOLVAR LIMITED,63117296143,140463152,55527240.0,16350201.0,2021-22,3083
SONIC CLINICAL SERVICES PTY LIMITED,13083519377,426801860,,,2021-22,2000
SONIC HEALTHCARE LIMITED,24004196909,3753051700,702890689.0,191711528.0,2021-22,2000
SONOS AUSTRALIA PTY LTD,32060712638,108979388,1712767.0,513830.0,2021-22,3000
SONOVA AUDIOLOGICAL CARE AUSTRALIA PTY LTD,93113235779,145821734,,,2021-22,2060
SONY AUSTRALIA LIMITED,59001215354,1351849333,36263322.0,6037249.0,2021-22,2060
SOUTH32 LIMITED,84093732597,19825181799,3247797606.0,832963592.0,2021-22,6000
SOUTHERN AUSTRALIAN INTERNATIONAL LIVESTOCK SERVICES PTY LTD,88630248190,252785435,38777467.0,11633240.0,2021-22,2640
SOUTHERN CROSS ALUMINIUM PTY LIMITED,25063778996,158873440,,,2021-22,3000
SOUTHERN CROSS ELECTRICAL ENGINEERING LIMITED,92009307046,560443596,27094873.0,8128462.0,2021-22,6000
SOUTHERN CROSS MEDIA GROUP LIMITED,91116024536,517436305,36772577.0,10682487.0,2021-22,3205
SOUTHERN MEATS PTY LTD,51003111528,237130212,8645280.0,2309329.0,2021-22,2580
SOUTHERN QUEENSLAND STEEL PTY LIMITED,62085107991,230689282,36362303.0,10908691.0,2021-22,4076
SOUTHERN SHEET & COIL PTY LIMITED,48003385322,360510679,52055478.0,15616643.0,2021-22,2214
SOUTHERN STEEL SUPPLIES PTY LIMITED,37000060131,286406559,62519370.0,18755811.0,2021-22,2214
SOUTHTRADE INTERNATIONAL PTY LTD,46099947163,189098000,4980763.0,1494229.0,2021-22,2060
SPARK INFRASTRUCTURE HOLDINGS NO 1 PTY LIMITED,14116940786,144693400,93236259.0,23263272.0,2021-22,2000
SPARROW EARLY LEARNING PTY LTD,29600354443,104789266,8959940.0,2687982.0,2021-22,4172
SPC GLOBAL LTD,73633389394,290752689,41378428.0,10661776.0,2021-22,2000
SPECSAVERS PTY. LTD.,82097147932,680579576,52844843.0,11771219.0,2021-22,3207
SPENDLESS SHOES PTY LTD,15008152850,110552085,5735321.0,1720596.0,2021-22,5013
SPIC PACIFIC ENERGY PTY LTD,92609771057,394345265,,,2021-22,3008
SPICERS LIMITED,70005146350,276146269,,,2021-22,3175
SPIRIT TECHNOLOGY SOLUTIONS LTD,73089224402,138731926,,,2021-22,3205
SPLUNK SERVICES AUSTRALIA PTY LTD,51609939817,118949939,5178534.0,1553560.0,2021-22,2000
SPM FRESH HOLDINGS PTY LTD,21161701337,248483039,,,2021-22,2127
SPORTS ENTERTAINMENT GROUP LIMITED,20009221630,106691115,4631191.0,1389357.0,2021-22,3006
S-PROCESS EQUIPMENT AUSTRALIA PTY LTD,21127927226,180843794,23869052.0,6020644.0,2021-22,2113
SQUARE AU PTY LIMITED,38167106176,177374192,26339405.0,,2021-22,3000
SQUARE TRADING PTY LTD,57147788663,537882112,7714629.0,2314389.0,2021-22,4000
SRG GLOBAL LIMITED,81104662259,619051216,2995645.0,,2021-22,6008
SS&C SOLUTIONS PTY LIMITED,75007325779,124626057,8253126.0,743714.0,2021-22,3000
SSAB SWEDISH STEEL PTY LTD,74064572925,103010751,12336818.0,3701045.0,2021-22,4102
SSANGYONG AUSTRALIA PTY LTD,92627864475,100562689,,,2021-22,3202
ST BARBARA LIMITED,36009165066,481850776,77641261.0,22700730.0,2021-22,6000
STAHMANN HOLDINGS PTY LTD,68617861677,154165896,,,2021-22,4350
STANLEY BLACK & DECKER HOLDINGS AUSTRALIA PTY LTD,81154671244,304795007,39002807.0,11700842.0,2021-22,3128
STANMORE RESOURCES LIMITED,27131920968,389976286,22100509.0,5199577.0,2021-22,4000
STANMORE SMC PTY LTD,34009713875,4173431723,2138530145.0,639995174.0,2021-22,4000
STANTEC AUSTRALIA PTY LTD,17007820322,262750090,,,2021-22,3000
STATE STREET AUSTRALIA LIMITED,21002965200,133526478,20865.0,6260.0,2021-22,2000
STATE STREET SERVICES AUSTRALIA PTY LIMITED,38151402247,182386050,59013276.0,17703983.0,2021-22,2000
STATEWIDE INDEPENDENT WHOLESALERS LIMITED,51009519546,1298555670,4979735.0,1493921.0,2021-22,7212
STEADFAST GROUP LIMITED,98073659677,745519024,198250857.0,26607481.0,2021-22,2000
STELLA FOODS AUSTRALIA PTY LTD,77156644834,346194610,3032204.0,909661.0,2021-22,2250
STERLING AND WILSON SOLAR AUSTRALIA PTY LTD,35632960680,172887968,,,2021-22,6151
STIHL PTY LTD,76004881145,259007423,14714456.0,4414337.0,2021-22,3180
STOCKLAND CORPORATION LIMITED,43000181733,2367587186,,,2021-22,2000
STODDART GROUP PTY LTD,82010744751,352424375,8842603.0,2568475.0,2021-22,4076
STORA ENSO AUSTRALIA PTY LTD,64099948491,168382796,4717413.0,1415224.0,2021-22,3026
STOWE AUSTRALIA PTY LTD,27002556603,513729054,37956748.0,11387024.0,2021-22,2116
STRAIT LINK QS PTY LTD,84649025614,215998714,,,2021-22,3207
STRANDBAGS HOLDINGS PTY LTD,99128842482,230236472,,,2021-22,2009
STRIPE PAYMENTS AUSTRALIA PTY LTD,66160180343,412003262,2503098.0,750929.0,2021-22,2000
STRYKER AUSTRALIA PTY LTD,48002873850,703386206,64424749.0,17983265.0,2021-22,2065
SUBARU (AUST) PTY LIMITED,95000312792,1297857239,73226921.0,21968076.0,2021-22,2153
SUBSEA 7 AUSTRALIA CONTACTING PTY LTD,36005288406,298821848,,,2021-22,6000
SUGAR TERMINALS LIMITED,17084059601,101587295,37872478.0,11361743.0,2021-22,4000
SUMITOMO AUSTRALIA PTY LTD,81000371497,1536233177,268396726.0,36585788.0,2021-22,2000
SUMITOMO MITSUI BANKING CORPORATION-SYDNEY BRANCH,98114053459,586923086,389126618.0,116737985.0,2021-22,2000
SUMMIT AUTO LEASE AUSTRALIA PTY LTD,87054704737,119999026,,,2021-22,2116
SUMO AUSTRALIA LIMITED,84602964143,117604563,,,2021-22,3006
SUN METALS CORPORATION PTY LTD,97074241982,1072336429,105743006.0,31722902.0,2021-22,4810
SUNCO MOTORS PTY LTD,21010722111,202962858,5270355.0,1581106.0,2021-22,4519
SUNCORP GROUP LIMITED,66145290124,14588049645,1154949190.0,337811457.0,2021-22,4000
SUNLAND GROUP LIMITED,65063429532,592739780,131709496.0,39512849.0,2021-22,4218
SUNNY QUEEN PTY LIMITED,31060702034,442742915,19498365.0,5532947.0,2021-22,4300
SUNPORK FRESH FOODS PTY LTD,24135230545,516934354,3285448.0,985634.0,2021-22,4009
SUNPORK PTY LTD,11059168786,307497698,10838675.0,2636444.0,2021-22,4009
SUNSHINE A PTY LTD,86631684770,430221682,74367021.0,22310106.0,2021-22,2000
SUNSHINE HARDWARE PTY LTD,95129140085,162149502,10438052.0,3131416.0,2021-22,2113
SUNSHINE STATE POWER B.V.,40062295425,106238895,2050373.0,615112.0,2021-22,4680
SUNSTATE CEMENT LTD,58010421879,133722798,22424018.0,6727205.0,2021-22,4178
SUNTORY (AUST) PTY LIMITED,27001628780,270606898,10832717.0,3249815.0,2021-22,2060
SUPER RETAIL GROUP LIMITED,81108676204,3350040123,280986413.0,83092108.0,2021-22,4500
SUPERANNUATION AND INVESTMENTS HOLDCO PTY LIMITED,64644660882,709456279,,,2021-22,2000
SUPERLOOP LIMITED,96169263094,246060214,,,2021-22,2000
SUPPLY NETWORK LTD,12003135680,165734630,23538842.0,7061653.0,2021-22,2161
SURBANA JURONG HOLDINGS (AUSTRALIA) PTY LTD,49612229197,591409681,29075282.0,3283102.0,2021-22,2060
SURDEX STEEL PTY LIMITED,39004339904,359545447,60024016.0,18007205.0,2021-22,3061
SURFIT CAPITAL PTY LTD,82612058867,375291888,2254558.0,676367.0,2021-22,3161
SUSQUEHANNA PACIFIC PTY LTD,23082467605,664834276,280101173.0,82615961.0,2021-22,2000
SUTTONS INVESTMENTS PTY LTD,84008446428,1894889493,72551616.0,21763727.0,2021-22,2011
SUZUKI AUSTRALIA PTY LIMITED,57001828164,419761649,27758895.0,8327668.0,2021-22,3026
SVITZER AUSTRALASIA HOLDINGS PTY LTD,16120555302,349927195,11166895.0,992926.0,2021-22,2041
SWANSTON STREET HOLDINGS PTY LTD,26109185015,288784854,,,2021-22,3000
SWAROVSKI AUSTRALIA PTY LTD,16000679416,110023314,5508770.0,1652631.0,2021-22,2017
SWISS RE ASIA PTE. LTD,19631490447,1814719532,,,2021-22,2000
SWISS RE AUSTRALIA LIMITED,28004360909,2787432092,832143.0,,2021-22,2000
SWISS RE INTERNATIONAL SE AUSTRALIA BRANCH,38138873211,372955970,40830439.0,12249132.0,2021-22,2000
SWISSPORT ANZ PTY LTD,54167311551,158448294,,,2021-22,4006
SYDNEY AIRPORT LIMITED,18165056360,639098258,,,2021-22,2020
SYDNEY TOOLS PTY LTD,19112852285,716313190,86295794.0,25888738.0,2021-22,2210
SYMAL INFRASTRUCTURE PTY LTD,87130808276,391503961,7302340.0,2190702.0,2021-22,3015
SYMBIO HOLDINGS LIMITED,37118699853,165241898,12211337.0,1580423.0,2021-22,2000
SYMON BROS CONSTRUCTIONS (VIC) PTY LTD,46005194043,237728545,127953.0,38386.0,2021-22,3074
SYNGENTA AUSTRALIA PTY LIMITED,33002933717,433212777,24688024.0,4852706.0,2021-22,2113
SYNNEX AUSTRALIA PTY LTD,40052285882,2814426379,62629679.0,18788904.0,2021-22,3167
SYRINX AUSTRALIA PTY LTD,50130046267,228999457,48287523.0,14329873.0,2021-22,5045
T. ROWE PRICE AUSTRALIA LIMITED,13620668895,112716568,4852269.0,1382455.0,2021-22,2000
T.EN AUSTRALIA & NEW ZEALAND PTY LTD,20636996060,141372700,40604301.0,12181290.0,2021-22,6000
T.F. WOOLLAM HOLDINGS PTY LTD,41106564354,219209461,,,2021-22,4169
TABCORP HOLDINGS LIMITED,66063780709,11425504976,523058182.0,138803919.0,2021-22,3008
TADANO OCEANIA PTY LTD,84142236995,162392733,9373926.0,2812178.0,2021-22,4178
TAIHAN ELECTRIC AUSTRALIA PTY LTD,90120653250,100169589,2883229.0,864969.0,2021-22,2067
TAIPOWER BENGALLA PTY LTD,18075407617,307320844,110400348.0,33119743.0,2021-22,2000
TAKEDA PHARMACEUTICALS AUSTRALIA PTY LTD,71095610870,195656684,10011906.0,3003572.0,2021-22,2000
TAL DAI-ICHI LIFE AUSTRALIA PTY LTD,97150070483,5634089988,,,2021-22,2000
TALENT INTERNATIONAL HOLDINGS PTY LIMITED,28131419577,760057599,15002573.0,4500772.0,2021-22,2000
TALENTO HOLDINGS PTY LTD,81602259861,274697926,7640203.0,1422577.0,2021-22,3000
TASMAN K B PTY LTD,18003044102,271393324,39907605.0,11972282.0,2021-22,2085
TASMANIA HARDWARE PTY LTD,46159847462,133781209,7327729.0,2131652.0,2021-22,7050
TASMEA LIMITED,22088588425,248179658,,,2021-22,5065
TASSAL GROUP LIMITED,15106067270,810136000,79365652.0,,2021-22,7004
TATA CONSULTANCY SERVICES LIMITED,28109981777,1021405508,347866793.0,52592779.0,2021-22,2060
TATTARANG CAPITAL PTY LTD,40161233674,302140641,431607448.0,,2021-22,6000
TATURA MILK INDUSTRIES PTY LTD,66006603970,578331408,39439726.0,10981894.0,2021-22,3616
TAYLOR CORPORATION PTY LIMITED,40146589344,334325772,,,2021-22,2060
TCAPL PTY LIMITED,65601572472,357931934,,,2021-22,2000
TCL ELECTRONICS AUSTRALIA PTY LTD,83111032896,199609260,,,2021-22,3170
TEACHERS MUTUAL BANK LIMITED,30087650459,233275825,44153704.0,12544593.0,2021-22,2140
TECH DATA (ANZ) PTY LTD,15090111890,474792207,,,2021-22,2113
TECH MAHINDRA LIMITED,15092511558,167378376,14000032.0,3544724.0,2021-22,2125
TECHNICOLOR PTY LTD,23000978343,136577105,,,2021-22,2170
TECHNIP OCEANIA PTY LTD,43062878719,788560572,,,2021-22,6000
TECHNOLOGY ONE LIMITED,84010487180,353952835,123520428.0,12284732.0,2021-22,4006
TECHWOOL TRADING PTY LTD,69006145955,588788894,5646992.0,1694098.0,2021-22,3026
TECO AUSTRALIA PTY LIMITED,77002595388,104559835,20168453.0,5979259.0,2021-22,2164
TEEG TOPCO PTY LTD,52622408422,270363604,,,2021-22,2000
TEEKAY HOLDINGS AUSTRALIA PTY LTD,12125391880,126287332,,,2021-22,2011
TELERIC PTY LTD,90004284664,1203128936,15913837.0,4721184.0,2021-22,3000
TELSTRA CORPORATION LIMITED,33051775556,25073870070,2450675191.0,723030130.0,2021-22,3000
TELWATER PTY LTD,15010795507,119533840,18558344.0,5567503.0,2021-22,4209
TEMPERZONE AUSTRALIA HOLDINGS PTY LTD,52001653176,128928854,3641800.0,1092540.0,2021-22,2148
TEMPLE AND WEBSTER GROUP LTD,69608595660,427453777,9251559.0,2775468.0,2021-22,2044
TEMPO GROUP HOLDINGS PTY LTD,63607698153,240938176,7338712.0,2201614.0,2021-22,2060
TEN NETWORK HOLDINGS LIMITED,14081327068,955038893,,,2021-22,2009
TERADATA AUSTRALIA PTY LTD,77125071374,125812178,4468541.0,1340530.0,2021-22,2601
TERRACOM LIMITED,35143533537,797048832,148831029.0,44649309.0,2021-22,4721
